"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"12/02/2019","CA","Novato","Under investigation","An 84-year-old woman died in a house fire.","Female","84","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://sanfrancisco.cbslocal.com/2019/12/05/novato-fire-elderly-woman-dies-clutter-home/"
"12/02/2019","CA","Oakland","Under investigation","An 86-year-old man with disabilities died in a house fire.","Male","86","Older adults (65 and older)","","Y","1 & 2 family
","Not reported","https://www.eastbaytimes.com/2019/12/10/man-killed-in-oakland-fire-identified/"
"11/30/2019","CA","Santa Clarita (Los Angeles County)","Under investigation","An 82-year-old woman and an elderly man died in a house fire.","Male","Unknown","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://ktla.com/2019/11/30/2-people-seriously-injured-in-santa-clarita-house-fire/"
"11/30/2019","CA","Santa Clarita (Los Angeles County)","Under investigation","An 82-year-old woman and an elderly man died in a house fire.","Female","82","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://ktla.com/2019/11/30/2-people-seriously-injured-in-santa-clarita-house-fire/"
"11/30/2019","CA","Chico","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://krcrtv.com/news/butte-county/one-person-dead-after-structure-fire-in-chico-saturday-evening"
"11/25/2019","CA","Rosamond (Kern County)","Under investigation","A 56-year-old man died in a house fire.","Male","56","Unknown","","N","1 & 2 family
","Not reported","https://www.bakersfield.com/news/man-who-died-in-rosamond-fire-identified/article_e24ea93c-10a1-11ea-9e3e-1fdfc84b19de.html"
"11/23/2019","CA","Walnut Creek","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.mercurynews.com/2019/11/23/fatal-fire-in-walnut-creek-retirement-community/"
"11/22/2019","CA","Windsor","Other heat
","A 74-year-old woman died in a condominium fire.","Female","74","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.pressdemocrat.com/news/10356610-181/woman-found-dead-after-windsor?sba=AAS"
"11/18/2019","CA","Los Angeles County","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.latimes.com/socal/la-canada-valley-sun/news/story/2019-11-19/fire-hillside-rental-property-destroys-home-claims-occupant"
"11/17/2019","CA","Santa Paula","Under investigation","A 14 year-old boy died during a camper fire.","Male","14","Children (14 and under)","","N","Camper/RV/travel trailer","Not reported","https://www.vcstar.com/story/news/2019/11/17/teen-dies-travel-trailer-fire-near-santa-paula/4222875002/"
"11/16/2019","CA","Rancho Cucamonga","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.redlandscommunitynews.com/news/residential-fire-kills-one-in-rancho-cucamonga/article_54b0b262-0a27-11ea-95f5-3f3d3b26a59e.html"
"11/07/2019","CA","Jamestown","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.uniondemocrat.com/news/article_cc7968a4-0255-11ea-950b-5ba29629b601.html"
"11/02/2019","CA","North Fork","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://sierranewsonline.com/mcso-confirms-early-morning-fire-is-fatal-in-north-fork/"
"10/30/2019","CA","Sun Valley (Los Angeles)","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","Not reported","Not reported","https://www.dailynews.com/2019/10/31/woman-found-dead-in-fire-damaged-home-in-sun-valley/"
"10/27/2019","CA","Bella Vista","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.redding.com/story/news/local/2019/10/28/cal-fire-one-dead-house-fire-bella-vista/2491244001/"
"10/24/2019","CA","Ventura","Under investigation","A 65-year-old man died in an apartment complex fire.","Male","65","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.keyt.com/news/top-stories/one-person-killed-in-ventura-structure-fire/1135425251"
"10/24/2019","CA","Azusa","Under investigation","A father and his adult son died in an apartment fire.","Male","Unknown","Unknown","1 of 2","N","Multifamily","Not reported","https://ktla.com/2019/10/25/2-killed-in-azusa-apartment-fire/"
"10/24/2019","CA","Azusa","Under investigation","A father and his adult son died in an apartment fire.","Male","Unknown","Unknown","2 of 2","N","Multifamily","Not reported","https://ktla.com/2019/10/25/2-killed-in-azusa-apartment-fire/"
"10/22/2019","CA","Upper Lake","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","Not reported","Not reported","https://www.pressdemocrat.com/news/10209801-181/one-dead-in-lake-county?sba=AAS"
"10/21/2019","CA","Los Angeles","Under investigation","A 69 year-old female died during a boat fire she resided on in the L.A. Marina.","Female","69","Older adults (65 and older)","","N","Other","Not reported","https://ktla.com/2019/10/21/body-found-in-boat-fire-at-terminal-island-near-san-pedro/"
"10/13/2019","CA","San Diego","Under investigation","Three people died in a house fire.","Unknown","Unknown","Unknown","1 of 3","N","1 & 2 family
","Not present/not working","https://www.sandiegouniontribune.com/news/public-safety/story/2019-10-14/weekend-fire-in-logan-heights-home-claims-second-fatality"
"10/13/2019","CA","San Diego","Under investigation","Three people died in a house fire.","Unknown","Unknown","Unknown","2 of 3","N","1 & 2 family
","Not present/not working","https://www.sandiegouniontribune.com/news/public-safety/story/2019-10-14/weekend-fire-in-logan-heights-home-claims-second-fatality"
"10/13/2019","CA","San Diego","Under investigation","Three people died in a house fire.","Female","21","Unknown","3 of 3","N","1 & 2 family
","Not present/not working","https://www.sandiegouniontribune.com/news/public-safety/story/2019-10-14/weekend-fire-in-logan-heights-home-claims-second-fatality"
"10/13/2019","CA","Bakersfield","Under investigation","A 65-year-old woman died in a house fire.","Female","65","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.kget.com/news/local-news/woman-found-dead-inside-home-after-fire-coroner-says/"
"10/11/2019","CA","Riverside County","Under investigation","A person died in a mobile home caught in a wildfire.","Unknown","Unknown","Unknown","","N","Other","Not reported","https://losangeles.cbslocal.com/2019/10/12/second-person-now-confirmed-dead-in-sandalwood-fire/"
"10/10/2019","CA","Riverside County","Under investigation","An 89-year-old woman was trapped in her mobile home when the Sandalwood Fire swept through her mobile home park.","Female","89","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.latimes.com/california/story/2019-10-11/entire-neighborhood-obliterated-by-riverside-county-fire-3-blazes-still-burning"
"10/10/2019","CA","Sylmar","Under investigation","A man died from a heart attack while trying to protect his house from a wildfire.","Male","Unknown","Unknown","","N","Other","Not reported","https://ktla.com/2019/10/11/civilian-male-dies-of-cardiac-arrest-in-saddleridge-fire-that-ignited-in-sylmar/"
"10/08/2019","CA","Chico","Under investigation","One person died in a duplex fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://krcrtv.com/news/butte-county/one-person-killed-in-deadly-structure-fire-in-south-chico"
"10/06/2019","CA","San Diego","Under investigation","A man, a woman and a 21-year-old woman died in a house fire.","Female","21","Unknown","1 of 3","N","1 & 2 family
","Not reported","https://www.10news.com/news/local-news/third-victim-dies-following-logan-heights-house-fire"
"10/06/2019","CA","San Diego","Under investigation","A man, a woman and a 21-year-old woman died in a house fire.","Male","Unknown","Unknown","2 of 3","N","1 & 2 family
","Not reported","https://www.10news.com/news/local-news/third-victim-dies-following-logan-heights-house-fire"
"10/06/2019","CA","San Diego","Under investigation","A man, a woman and a 21-year-old woman died in a house fire.","Female","Unknown","Unknown","3 of 3","N","1 & 2 family
","Not reported","https://www.10news.com/news/local-news/third-victim-dies-following-logan-heights-house-fire"
"10/03/2019","CA","East Salinas","Under investigation","A man died in a fire at an apartment complex.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://www.thecalifornian.com/story/news/2019/10/03/fire-damages-two-apartments-east-salinas/3852607002/"
"10/01/2019","CA","Occidental","Under investigation","An 85-year-old man died in a house fire.","Male","85","Older adults (65 and older)","","N","Not reported","Not reported","https://www.pressdemocrat.com/news/10179175-181/teacher-dancer-don-hanni-dies?sba=AAS"
"09/30/2019","CA","Fresno","Under investigation","A 68-year-old man died in a house fire.","Male","68","Older adults (65 and older)","","Y","1 & 2 family
","Not reported","https://abc30.com/68-year-old-man-killed-in-reedley-house-fire/5576870/"
"09/28/2019","CA","Granada Hills","Under investigation","A 73-year-old woman died in a house fire.","Female","73","Older adults (65 and older)","","N","1 & 2 family
","Not present/not working","https://www.latimes.com/california/story/2019-09-28/73-year-old-woman-dies-in-granada-hills-fire"
"09/28/2019","CA","Reedley","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.yourcentralvalley.com/news/local-news/officials-investigating-reedley-house-fire-that-left-one-person-dead/"
"09/26/2019","CA","Graton","Cooking","A 55-year-old man died in a mobile home fire.","Male","55","Unknown","","N","1 & 2 family mobile","Not reported","https://www.pressdemocrat.com/news/10102827-181/1-person-dead-in-graton?sba=AAS"
"09/23/2019","CA","Inglewood","Under investigation","A woman in her 30s died in an apartment fire.","Female","30","Unknown","","N","Multifamily","Not reported","https://abc7.com/woman-dies-after-fire-erupts-at-apartment-complex-in-inglewood/5563773/"
"09/18/2019","CA","San Francisco","Under investigation","A 71-year-old man and 23-year-old woman died in a house fire.","Female","23","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://sanfrancisco.cbslocal.com/2019/09/18/mission-terrace-fatal-house-fire-66-delano-avenue/"
"09/18/2019","CA","San Francisco","Under investigation","A 71-year-old man and 23-year-old woman died in a house fire.","Male","71","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://sanfrancisco.cbslocal.com/2019/09/18/mission-terrace-fatal-house-fire-66-delano-avenue/"
"09/14/2019","CA","Fresno","Open flame","A 57-year-old man and a 59-year-old woman died in a house fire.","Male","57","Unknown","1 of 2","N","1 & 2 family
","Not present/not working","https://abc30.com/married-couple-dies-days-after-being-pulled-from-central-fresno-house-fire-sheriff/5553088/"
"09/14/2019","CA","Fresno","Open flame","A 57-year-old man and a 59-year-old woman died in a house fire.","Female","59","Unknown","2 of 2","N","1 & 2 family
","Not present/not working","https://abc30.com/married-couple-dies-days-after-being-pulled-from-central-fresno-house-fire-sheriff/5553088/"
"09/06/2019","CA","San Jose","Under investigation","A woman with disabilities died in a house fire.","Female","Unknown","Unknown","","Y","1 & 2 family mobile","Not reported","https://sanfrancisco.cbslocal.com/2019/09/06/woman-dies-in-early-morning-2-alarm-san-jose-mobile-home-fire/"
"09/05/2019","CA","San Jose","Under investigation","A woman died in a mobile home fire.","Female","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.sfchronicle.com/bayarea/article/Woman-dies-in-San-Jose-mobile-home-fire-14419095.php"
"08/22/2019","CA","Los Angeles","Under investigation","A 60-year-old man died in a boarding house fire.","Male","60","Unknown","","N","Other","Not reported","https://onscene.tv/exposition-park-fire-at-boarding-home-kills-man-leaves-his-sister-critically-injured/"
"08/11/2019","CA","California City","Under investigation","A 43-year-old man died in a house fire.","Male","43","Unknown","","N","1 & 2 family
","Not reported","https://www.kget.com/news/local-news/man-died-from-smoke-inhalation-in-california-city-fire-coroner-says/"
"08/05/2019","CA","San Jose","Under investigation","A 83-year-old woman and 11-year-old girl died in a house fire.","Female","83","Older adults (65 and older)","1 of 2","Y","1 & 2 family
","Not reported","https://www.sfgate.com/news/bayarea/article/Grandmother-Granddaughter-Killed-In-House-Fire-14299637.php"
"08/05/2019","CA","San Jose","Under investigation","A 83-year-old woman and 11-year-old girl died in a house fire.","Female","11","Children (14 and under)","2 of 2","N","1 & 2 family
","Not reported","https://www.sfgate.com/news/bayarea/article/Grandmother-Granddaughter-Killed-In-House-Fire-14299637.php"
"07/29/2019","CA","Arden Arcade","Under investigation","A 70-year-old woman died in a townhome fire.","Female","70","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://sacramento.cbslocal.com/2019/07/30/arden-arcade-townhome-fire-victim-pamela-sheehy/"
"07/25/2019","CA","Corona","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","Not reported","Not reported","https://www.pe.com/2019/07/26/person-trapped-in-home-dies-in-fire-near-corona/"
"07/23/2019","CA","San Jacinto","Under investigation","One person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.pe.com/2019/07/23/1-found-dead-inside-mobile-home-after-fire-in-san-jacinto/"
"07/21/2019","CA","Lake County","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.pressdemocrat.com/news/9822542-181/house-fire-in-lake-county?sba=AAS"
"07/04/2019","CA","Visalia","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://kmph.com/news/local/one-killed-in-july-4th-house-fire-in-visalia"
"07/03/2019","CA","San Jacinto","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.myvalleynews.com/story/2019/07/19/news/one-killed-in-fire-in-san-jacinto-mobile-home/66827.html"
"07/02/2019","CA","Visalia","Under investigation","A man died in a travel trailer fire.","Male","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.fresnobee.com/news/local/article232214312.html"
"06/29/2019","CA","Sacramento","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://sacramento.cbslocal.com/2019/06/30/fire-sacramento-apartment/"
"06/25/2019","CA","Weitchpec","Under investigation","Two people found deceased after a dwelling fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.times-standard.com/2019/06/25/2-found-dead-after-structure-fire-near-weitchpec/"
"06/25/2019","CA","Weitchpec","Under investigation","Two people found deceased after a dwelling fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://www.times-standard.com/2019/06/25/2-found-dead-after-structure-fire-near-weitchpec/"
"06/22/2019","CA","Lompoc","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.noozhawk.com/article/one_person_dead_after_fire_at_lompoc_apartment_complex"
"06/14/2019","CA","Menlo Park (San Mateo County)","Smoking","A 72-year-old woman died in a house fire.","Female","72","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.paloaltoonline.com/news/2019/06/16/menlo-park-woman-using-oxygen-dies-in-accidental-fire"
"06/11/2019","CA","Fountain Valley (Orange County)","Under investigation","A 91-year-old man died in a house fire.","Male","91","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.ocregister.com/2019/06/11/91-year-old-found-dead-after-fountain-valley-fire/"
"06/04/2019","CA","Lakewood","Under investigation","An elderly man died in a house fire.","Male","Unknown","Older adults (65 and older)","","N","Not reported","Not reported","https://ktla.com/2019/06/04/elderly-man-dies-in-lakewood-house-fire-officials/"
"05/30/2019","CA","Ventura","Under investigation","A 55-year-old woman died in a 7-story complex apartment fire.","Female","55","Unknown","","N","Hotel/motel","Not reported","https://www.keyt.com/news/ventura-county/one-person-dead-following-ventura-apartment-fire/1082175253"
"05/28/2019","CA","Pala","Under investigation","A man died in a trailer fire.","Male","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.valleycenter.com/articles/trailer-fire-claims-life-in-pala/"
"05/25/2019","CA","Spring Valley","Under investigation","A man in his 50s died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.nbcsandiego.com/news/local/spring-valley-house-fire-man-dead-sdso-firefighter-crews-smoke-510426671.html"
"05/19/2019","CA","Sun Valley","Under investigation","A man died in a vacant building.","Male","Unknown","Unknown","","N","Other","Not reported","https://www.dailynews.com/2019/05/19/man-injured-in-fire-at-sun-valley-commercial-building/"
"05/16/2019","CA","Old North Sacramento","Under investigation","A man died in a four-unit apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://addisongazette.com/1-killed-4-injured-in-old-north-sacramento-apartment-fire/88355/"
"05/06/2019","CA","Redding","Under investigation","An 82-year-old woman died in a house fire .","Female","82","Older adults (65 and older)","","N","1 & 2 family
","Present/not working","https://krcrtv.com/news/shasta-county/coroner-identifies-grandmother-killed-in-redding-house-fire"
"05/05/2019","CA","Weldon","Under investigation","One person found deceased after mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.kget.com/news/local-news/one-dead-in-weldon-mobile-home-fire/1983964653"
"05/03/2019","CA","Indian Valley","Under investigation","One person died in a house fire.  32 year-old male.","Male","32","Unknown","","N","1 & 2 family
","Not reported","http://www.plumasnews.com/sheriff-releases-name-of-fire-victim/"
"05/02/2019","CA","Los Angeles","Under investigation","A 58-year-old man died in a house fire.","Male","58","Unknown","","N","1 & 2 family
","Not reported","https://www.dailynews.com/2019/05/02/2-people-are-pulled-out-of-lake-view-terrace-home-by-firefighters-battling-blaze/"
"05/02/2019","CA","Camarillo","Under investigation","A 70-year-old woman died of injuries sustained in a home fire.","Female","70","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.vcstar.com/story/news/local/2019/05/10/camarillo-woman-dies-injuries-house-fire/1170150001/"
"04/13/2019","CA","Bakersfield","Under investigation","A 35-year-old man died in a house fire.","Male","35","Unknown","","N","1 & 2 family
","Not reported","https://bakersfieldnow.com/news/local/one-killed-in-fire-at-home-owned-by-local-attorney-phil-ganong"
"04/08/2019","CA","Oakland","Under investigation","A 73-year-old man died in a house fire.","Male","73","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.sfchronicle.com/bayarea/article/Oakland-house-fire-kills-one-man-displaces-five-13750319.php"
"04/02/2019","CA","Needles","Under investigation","A person died in a home fire.","Unknown","Unknown","Unknown","","N","Not reported","Not reported","https://www.havasunews.com/news/dead-injured-after-house-fire-in-needles/article_23572e00-5611-11e9-9146-bb8a901ade1a.html"
"03/31/2019","CA","Red Bluff","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.actionnewsnow.com/content/news/Red-Bluff-structure-fire-kills-1-person-2-animals-507956301.html"
"03/31/2019","CA","Fresno","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.firehouse.com/operations-training/news/21074157/fresno-ca-firefighter-hurt-in-fatal-fire"
"03/30/2019","CA","Chico","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://krcrtv.com/news/butte-county/one-killed-saturday-in-chico-house-fire"
"03/24/2019","CA","El Sobrante","Under investigation","A 61-year-old man died in a house fire.","Male","61","Unknown","","N","1 & 2 family
","Not reported","https://www.mercurynews.com/2019/03/24/east-bay-fire-kills-61-year-old-man/"
"03/23/2019","CA","Redwood City","Under investigation","A woman died in a house fire.","Female","57","Unknown","","N","1 & 2 family
","Not reported","https://www.mercurynews.com/2019/03/24/woman-killed-in-redwood-city-house-fire/"
"03/22/2019","CA","Bay Point","Under investigation","A man died early Friday in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://www.ktvu.com/news/husband-dies-in-bay-point-house-fire-wife-escapes-to-safety"
"03/19/2019","CA","San Francisco","Under investigation","A 50-year-old man and a 24-year-old man died in an RV fire","Male","50","Unknown","1 of 2","N","Camper/RV/travel trailer","Not reported","https://www.sfgate.com/news/bayarea/article/2-Who-Died-In-Rv-Fire-Last-Week-Identified-13714805.php"
"03/19/2019","CA","San Francisco","Under investigation","A 50-year-old man and a 24-year-old man died in an RV fire","Male","24","Unknown","2 of 2","N","Camper/RV/travel trailer","Not reported","https://www.sfgate.com/news/bayarea/article/2-Who-Died-In-Rv-Fire-Last-Week-Identified-13714805.php"
"03/09/2019","CA","Highland","Under investigation","A 25-year-old man died in a mobile home fire.","Male","25","Unknown","","N","1 & 2 family mobile","Not reported","https://abc7.com/man-in-highland-dies-saving-people-from-fire/5182790/"
"03/07/2019","CA","Sacramento","Under investigation","One person is dead after an apartment fire in Sacramento.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://sacramento.cbslocal.com/2019/03/07/altos-avenue-fatal-apartment-fire-sacramento/"
"03/05/2019","CA","Daly City","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.sfgate.com/news/bayarea/article/1-Victim-Burned-In-Apartment-Fire-15-Displaced-13666728.php"
"03/04/2019","CA","Potrero","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.10news.com/news/local-news/man-dies-in-house-fire-in-rural-east-san-diego-county"
"02/28/2019","CA","Sacramento","Under investigation","A 27-year-old man died in an apartment fire.","Male","27","Unknown","","N","Multifamily","Not reported","https://sacramento.cbslocal.com/2019/02/28/53rd-street-sacramento-apartment-fire-death/"
"02/28/2019","CA","Rosemead","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2019/03/01/rosemead-fatal-fire-update/"
"02/26/2019","CA","Pico-Robertson","Under investigation","A 91-year-old man died in a condominium fire.","Male","91","Older adults (65 and older)","","N","Multifamily","Not present/not working","https://losangeles.cbslocal.com/2019/02/26/elderly-man-dies-in-condo-fire-near-beverly-hills/"
"02/23/2019","CA","Chino","Under investigation","A woman in her 70s died in a house fire.","Female","70","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.sgvtribune.com/2019/02/23/woman-dies-after-fire-burns-through-two-story-house-in-chino/"
"02/20/2019","CA","Santa Rosa","Under investigation","A 71-year-old man died in a house fire.","Male","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.pressdemocrat.com/news/9303331-181/1-dead-after-fire-engulfs"
"02/11/2019","CA","Oakland","Under investigation","A 66 year-old male died in his temporary trailer during home remodel.","Male","66","Older adults (65 and older)","","N","Camper/RV/travel trailer","Not reported","https://sanfrancisco.cbslocal.com/2019/02/11/west-oakland-fatal-trailer-fire-30th-linden/"
"02/11/2019","CA","Oakland","Under investigation","A 66-year-old man died in a trailer fire.","Male","66","Older adults (65 and older)","","N","Camper/RV/travel trailer","Not reported","https://sanfrancisco.cbslocal.com/2019/02/11/west-oakland-fatal-trailer-fire-30th-linden/"
"02/08/2019","CA","Bakersfield","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.kget.com/news/local-news/kcfd-4-hospitalized-following-cave-avenue-house-fire/1764419734"
"02/07/2019","CA","Bethel Island","Under investigation","A 62-year-old woman in a mobile home fire.","Female","62","Unknown","","N","1 & 2 family mobile","Not reported","https://www.kron4.com/news/bay-area/at-least-1-person-killed-in-bethel-island-mobile-home-park-fire/1761742956"
"02/07/2019","CA","Antioch","Under investigation","A homeless man died in a detached garage fire.","Male","Unknown","Unknown","","N","Other","Not reported","https://www.nbcbayarea.com/news/local/Antioch-Homeowner-Says-Man-Who-Died-in-Fire-May-Have-Been-Homeless-505506341.html"
"02/07/2019","CA","Bakersfield","Under investigation","A 38-year-old woman died in a house fire.","Female","38","Unknown","","N","1 & 2 family
","Not reported","https://www.kget.com/news/local-news/kcfd-4-hospitalized-following-cave-avenue-house-fire/1764419734"
"02/02/2019","CA","Lodi","Under investigation","A 25-year-old man and a 24-year-old woman died in a house fire.","Male","25","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.lodinews.com/news/article_c8c798c2-2801-11e9-869f-4b2212a75f97.html"
"02/02/2019","CA","Lodi","Under investigation","A 25-year-old man and a 24-year-old woman died in a house fire.","Female","24","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://www.lodinews.com/news/article_c8c798c2-2801-11e9-869f-4b2212a75f97.html"
"01/29/2019","CA","Fresno","Under investigation","One person died in a RV fire.","Unknown","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.fresnobee.com/news/local/article225255860.html"
"01/19/2019","CA","Perris","Under investigation","Two people died in a house fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://abc7.com/2-killed-2-injured-in-perris-house-fire/5097932/"
"01/19/2019","CA","Perris","Under investigation","Two people died in a house fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://abc7.com/2-killed-2-injured-in-perris-house-fire/5097932/"
"01/17/2019","CA","Sierra Madre","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.pasadenastarnews.com/2019/01/18/man-killed-in-sierra-madre-house-fire/"
"01/15/2019","CA","San Diego","Under investigation","An 89-year-old woman died in a house fire.","Female","89","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.alicetx.com/news/20190115/fire-claims-elderly-womans-life-firefighters-investigating-cause"
"01/14/2019","CA","San Jose","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://abc7news.com/1-dead-in-2-alarm-fire-at-apartment-building-in-san-jose-/5075265/"
"12/29/2018","CA","Hemet","Under investigation","Two people died in a mobile home fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family mobile","Not reported","https://www.pe.com/2018/12/29/2-people-die-in-mobile-home-fire-in-hemet/"
"12/29/2018","CA","Hemet","Under investigation","Two people died in a mobile home fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family mobile","Not reported","https://www.pe.com/2018/12/29/2-people-die-in-mobile-home-fire-in-hemet/"
"12/29/2018","CA","Los Angeles","Under investigation","A 66-year-old woman died in a house fire.","Female","66","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.whittierdailynews.com/2018/12/29/woman-66-killed-in-fire-at-boyle-heights-home/"
"12/24/2018","CA","San Francisco","Under investigation","An elderly man died in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://sanfrancisco.cbslocal.com/2018/12/24/one-dead-two-injured-in-fatal-san-francisco-fire/"
"12/22/2018","CA","San Bernardino","Under investigation","A person died in a house fire","Unknown","Unknown","Unknown","","N","Not reported","Not reported","https://www.sbsun.com/2018/12/22/1-dead-1-critical-3-firefighters-injured-in-house-fire-in-san-bernardino/"
"12/21/2018","CA","San Jose","Under investigation","A 21-year-old man died in an apartment fire.","Male","21","Unknown","","N","Multifamily","Not reported","https://abc7news.com/1-dead-after-fire-at-san-jose-apartment-complex/4942001/"
"12/15/2018","CA","Laytonville","Under investigation","A person died in a house fire","Unknown","Unknown","Unknown","","N","Not reported","Not reported","https://www.times-standard.com/2018/12/17/at-least-one-dead-in-laytonville-house-fire/"
"12/14/2018","CA","Riverside","Under investigation","An 85-year-old woman died in a mobile home fire.","Female","85","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.pe.com/2018/12/14/person-dies-in-fire-at-hemet-mobile-home-park/"
"12/09/2018","CA","Desert Hot Springs","Under investigation","A 42-year-old man died in a house fire.","Male","42","Unknown","","N","1 & 2 family
","Not reported","https://www.kesq.com/news/man-killed-in-house-fire-near-desert-hot-springs-identified/925580143"
"12/03/2018","CA","Palermo","Under investigation","An elderly man with disabilities died in a house","Male","Unknown","Older adults (65 and older)","","Y","1 & 2 family
","Not reported","https://www.chicoer.com/2018/12/03/one-dead-in-house-fire-in-palermo/"
"11/27/2018","CA","Long Beach","Smoking","Woman in her 60's died during home fire.","Female","Unknown","Unknown","","N","Not reported","Not reported","http://www.gazettes.com/news/investigators-blame-cigarettes-oxygen-for-fatal-belmont-shore-fire/article_ab12ff1a-f3ea-11e8-b8eb-07f53a328647.html"
"11/26/2018","CA","Long Beach","Smoking","A 65-year-old woman with disabilities died in an apartment fire","Female","65","Older adults (65 and older)","","Y","Multifamily","Not reported","https://lbpost.com/news/woman-killed-fire-smoking-oxygen"
